Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Ganho_Medio,Eficiencia_Media
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.5,0.1,32.464,31.799999999999493,0.6640000000005056,0.22289655172413803
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.5,0.2,29.364,28.799999999999518,0.5640000000004839,0.2194482758620693
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.6,0.05,38.318,37.59999999999929,0.7180000000007057,0.23121739130434682
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.6,0.1,36.152,35.59999999999934,0.5520000000006621,0.22399999999999942
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.6,0.2,33.1,32.599999999999405,0.5000000000005966,0.2217391304347818
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.7,0.05,42.275,41.59999999999922,0.6750000000007785,0.23750000000000018
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.7,0.1,40.097,39.59999999999925,0.4970000000007494,0.22761111111111137
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.7,0.2,35.979,35.59999999999934,0.3790000000006621,0.22105555555555584
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.8,0.05,45.837,45.40000000000084,0.4369999999991633,0.23641666666666644
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.8,0.1,43.744,43.40000000000081,0.3439999999991924,0.22866666666666643
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.8,0.2,38.735,38.40000000000072,0.3349999999992797,0.22791666666666652
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.9,0.05,50.504,50.19999999999932,0.3040000000006767,0.2506666666666662
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.9,0.1,47.453,47.19999999999947,0.25300000000053113,0.2421666666666663
PM_PA_23_CFO,Cargo 1,MULTIPLA_5,0.9,0.2,42.355,42.19999999999975,0.15500000000025466,0.2258333333333327
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.5,0.05,48.239,48.0,0.239,0.25597499999999895
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.5,0.1,46.082,46.0,0.082,0.2520499999999993
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.5,0.2,42.366,42.0,0.366,0.25914999999999977
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.6,0.05,53.102,53.0,0.102,0.2531875
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.6,0.1,51.369,51.0,0.369,0.26153125
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.6,0.2,46.22,46.0,0.22,0.256875
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.7,0.05,58.74,59.0,-0.26,0.23916666666666658
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.7,0.1,56.08,56.0,0.08,0.2533333333333336
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.7,0.2,50.169,50.0,0.169,0.25704166666666656
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.8,0.05,63.809,64.0,-0.191,0.2380625
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.8,0.1,61.022,61.0,0.022,0.251375
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.8,0.2,55.155,55.0,0.155,0.2596875
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.9,0.05,69.807,70.0,-0.193,0.225875
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.9,0.1,65.884,66.0,-0.116,0.2355
PREF_SAO_CRISTOVAO_SE_23,Cargo 1,MULTIPLA_4,0.9,0.2,58.993,59.0,-0.007,0.249125
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.5,0.05,36.787,35.25,1.537,0.30300000000000243
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.5,0.1,35.626,34.25,1.376,0.29744827586207107
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.5,0.2,32.36,31.25,1.11,0.2882758620689673
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.6,0.05,40.463,39.0,1.463,0.31095833333333367
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.6,0.1,38.289,37.0,1.289,0.303708333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.6,0.2,34.93,34.0,0.93,0.2887500000000002
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.7,0.05,43.817,42.5,1.317,0.3231666666666662
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.7,0.1,41.563,40.5,1.063,0.3090555555555558
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.7,0.2,37.316,36.5,0.816,0.2953333333333336
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.8,0.05,48.069,47.0,1.069,0.3390833333333329
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.8,0.1,45.905,45.0,0.905,0.3254166666666664
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.8,0.2,40.645,40.0,0.645,0.30375
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.9,0.05,52.138,51.5,0.638,0.3563333333333334
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.9,0.1,48.979,48.5,0.479,0.32983333333333315
PREF_SAO_CRISTOVAO_SE_23,Cargo 2,MULTIPLA_4,0.9,0.2,43.847,43.5,0.347,0.3078333333333332
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.5,0.05,34.197,34.25,-0.053,0.24817241379310379
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.5,0.1,33.408,33.25,0.158,0.2554482758620692
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.5,0.2,30.557,30.25,0.307,0.2605862068965522
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.6,0.05,38.589,38.75,-0.161,0.24299999999999924
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.6,0.1,36.662,36.75,-0.088,0.2461739130434779
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.6,0.2,33.975,33.75,0.225,0.2597826086956523
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.7,0.05,42.103,42.5,-0.397,0.2279444444444443
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.7,0.1,40.405,40.5,-0.095,0.2447222222222221
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.7,0.2,36.618,36.5,0.118,0.2565555555555557
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.8,0.05,45.713,46.0,-0.287,0.226083333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.8,0.1,43.915,44.0,-0.085,0.24291666666666653
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.8,0.2,39.066,39.0,0.066,0.25550000000000017
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.9,0.05,50.167,50.5,-0.333,0.1944999999999995
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.9,0.1,47.338,47.5,-0.162,0.2229999999999996
PREF_SAO_CRISTOVAO_SE_23,Cargo 3,MULTIPLA_4,0.9,0.2,42.529,42.5,0.029,0.254833333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.5,0.05,34.371,36.5,-2.129,0.1790333333333323
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.5,0.1,32.587,34.5,-1.913,0.18623333333333206
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.5,0.2,29.91,31.5,-1.59,0.19699999999999895
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.6,0.05,39.022,41.0,-1.978,0.16758333333333317
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.6,0.1,37.181,39.0,-1.819,0.17420833333333335
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.6,0.2,33.566,35.0,-1.434,0.19025
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.7,0.05,43.002,44.5,-1.498,0.16677777777777822
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.7,0.1,41.192,42.5,-1.308,0.17733333333333356
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.7,0.2,37.337,38.5,-1.163,0.1853888888888891
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.8,0.05,47.84,49.0,-1.16,0.15333333333333318
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.8,0.1,45.998,47.0,-1.002,0.16649999999999998
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.8,0.2,41.166,42.0,-0.834,0.18050000000000013
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.9,0.05,52.817,53.5,-0.683,0.13616666666666696
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.9,0.1,49.976,50.5,-0.524,0.1626666666666664
PREF_SAO_CRISTOVAO_SE_23,Cargo 4,MULTIPLA_4,0.9,0.2,45.07,45.5,-0.43,0.17833333333333315
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.5,0.05,37.204,36.5,0.704,0.2734666666666675
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.5,0.1,35.154,34.5,0.654,0.2718
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.5,0.2,31.978,31.5,0.478,0.26593333333333385
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.6,0.05,41.773,41.0,0.773,0.2822083333333336
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.6,0.1,39.667,39.0,0.667,0.27779166666666655
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.6,0.2,35.506,35.0,0.506,0.2710833333333331
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.7,0.05,45.092,44.5,0.592,0.2828888888888892
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.7,0.1,42.972,42.5,0.472,0.27622222222222265
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.7,0.2,38.929,38.5,0.429,0.2738333333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.8,0.05,49.424,49.0,0.424,0.2853333333333331
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.8,0.1,47.352,47.0,0.352,0.2793333333333335
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.8,0.2,42.299,42.0,0.299,0.2749166666666666
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.9,0.05,53.721,53.5,0.221,0.28683333333333316
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.9,0.1,50.718,50.5,0.218,0.28633333333333355
PREF_SAO_CRISTOVAO_SE_23,Cargo 5,MULTIPLA_4,0.9,0.2,45.694,45.5,0.194,0.28233333333333316
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.5,0.05,37.293,36.5,0.793,0.2764333333333345
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.5,0.1,35.077,34.5,0.577,0.2692333333333344
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.5,0.2,31.935,31.5,0.435,0.2645000000000008
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.6,0.05,41.82,41.0,0.82,0.28416666666666696
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.6,0.1,39.682,39.0,0.682,0.27841666666666653
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.6,0.2,35.414,35.0,0.414,0.2672499999999998
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.7,0.05,45.294,44.5,0.794,0.29411111111111143
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.7,0.1,43.121,42.5,0.621,0.28450000000000025
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.7,0.2,38.891,38.5,0.391,0.27172222222222236
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.8,0.05,49.655,49.0,0.655,0.3045833333333335
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.8,0.1,47.462,47.0,0.462,0.2885000000000001
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.8,0.2,42.268,42.0,0.268,0.2723333333333332
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.9,0.05,53.985,53.5,0.485,0.33083333333333304
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.9,0.1,50.793,50.5,0.293,0.2988333333333326
PREF_SAO_CRISTOVAO_SE_23,Cargo 6,MULTIPLA_4,0.9,0.2,45.719,45.5,0.219,0.28649999999999964
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.5,0.05,36.023,35.5,0.523,0.2674333333333329
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.5,0.1,35.0,34.5,0.5,0.26666666666666655
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.5,0.2,31.827,31.5,0.327,0.26089999999999997
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.6,0.05,40.29,40.0,0.29,0.26208333333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.6,0.1,38.333,38.0,0.333,0.2638750000000001
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.6,0.2,34.431,34.0,0.431,0.26795833333333335
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.7,0.05,43.759,43.5,0.259,0.26438888888888906
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.7,0.1,41.693,41.5,0.193,0.26072222222222236
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.7,0.2,37.821,37.5,0.321,0.2678333333333333
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.8,0.05,48.008,48.0,0.008,0.2506666666666665
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.8,0.1,46.104,46.0,0.104,0.2586666666666669
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.8,0.2,41.128,41.0,0.128,0.2606666666666668
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.9,0.05,52.402,52.5,-0.098,0.2336666666666662
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.9,0.1,49.512,49.5,0.012,0.2519999999999996
PREF_SAO_CRISTOVAO_SE_23,Cargo 7,MULTIPLA_4,0.9,0.2,44.602,44.5,0.102,0.2669999999999998
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.5,0.05,36.102,36.5,-0.398,0.23673333333333196
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.5,0.1,34.328,34.5,-0.172,0.24426666666666555
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.5,0.2,31.283,31.5,-0.217,0.24276666666666616
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.6,0.05,40.363,41.0,-0.637,0.2234583333333331
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.6,0.1,38.526,39.0,-0.474,0.23025000000000007
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.6,0.2,34.861,35.0,-0.139,0.2442083333333331
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.7,0.05,43.855,44.5,-0.645,0.21416666666666656
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.7,0.1,42.101,42.5,-0.399,0.2278333333333335
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.7,0.2,38.453,38.5,-0.047,0.24738888888888907
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.8,0.05,48.327,49.0,-0.673,0.19391666666666657
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.8,0.1,46.604,47.0,-0.396,0.21699999999999967
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.8,0.2,41.829,42.0,-0.171,0.23574999999999985
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.9,0.05,53.002,53.5,-0.498,0.16699999999999976
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.9,0.1,50.165,50.5,-0.335,0.1941666666666663
PREF_SAO_CRISTOVAO_SE_23,Cargo 8,MULTIPLA_4,0.9,0.2,45.356,45.5,-0.144,0.22599999999999976
PM_RO_22,Cargo 1,MULTIPLA_5,0.5,0.05,56.928,57.0,-0.072,0.19855999999999946
PM_RO_22,Cargo 1,MULTIPLA_5,0.5,0.1,54.903,55.0,-0.097,0.19805999999999938
PM_RO_22,Cargo 1,MULTIPLA_5,0.5,0.2,50.013,50.0,0.013,0.20025999999999933
PM_RO_22,Cargo 1,MULTIPLA_5,0.6,0.05,64.749,65.0,-0.251,0.19372500000000076
PM_RO_22,Cargo 1,MULTIPLA_5,0.6,0.1,61.886,62.0,-0.114,0.1971500000000007
PM_RO_22,Cargo 1,MULTIPLA_5,0.6,0.2,55.979,56.0,-0.021,0.19947500000000024
PM_RO_22,Cargo 1,MULTIPLA_5,0.7,0.05,71.722,72.0,-0.278,0.1907333333333322
PM_RO_22,Cargo 1,MULTIPLA_5,0.7,0.1,68.782,69.0,-0.218,0.19273333333333187
PM_RO_22,Cargo 1,MULTIPLA_5,0.7,0.2,61.951,62.0,-0.049,0.1983666666666657
PM_RO_22,Cargo 1,MULTIPLA_5,0.8,0.05,79.5,80.0,-0.5,0.17499999999999988
PM_RO_22,Cargo 1,MULTIPLA_5,0.8,0.1,75.72,76.0,-0.28,0.18599999999999997
PM_RO_22,Cargo 1,MULTIPLA_5,0.8,0.2,67.915,68.0,-0.085,0.1957499999999999
PM_RO_22,Cargo 1,MULTIPLA_5,0.9,0.05,86.697,87.0,-0.303,0.16969999999999877
PM_RO_22,Cargo 1,MULTIPLA_5,0.9,0.1,82.855,83.0,-0.145,0.18549999999999892
PM_RO_22,Cargo 1,MULTIPLA_5,0.9,0.2,73.939,74.0,-0.061,0.19389999999999924
TRF6_24,Cargo 1,CERTO_ERRADO,0.5,0.05,43.128,42.0,1.128,0.5120000000000003
TRF6_24,Cargo 1,CERTO_ERRADO,0.5,0.1,39.114,38.0,1.114,0.5118510638297868
TRF6_24,Cargo 1,CERTO_ERRADO,0.5,0.2,28.892,28.0,0.892,0.5094893617021276
TRF6_24,Cargo 1,CERTO_ERRADO,0.6,0.05,51.966,51.0,0.966,0.5127105263157903
TRF6_24,Cargo 1,CERTO_ERRADO,0.6,0.1,46.054,45.0,1.054,0.5138684210526319
TRF6_24,Cargo 1,CERTO_ERRADO,0.6,0.2,33.734,33.0,0.734,0.5096578947368416
TRF6_24,Cargo 1,CERTO_ERRADO,0.7,0.05,59.66,59.0,0.66,0.5117857142857142
TRF6_24,Cargo 1,CERTO_ERRADO,0.7,0.1,53.974,53.0,0.974,0.5173928571428571
TRF6_24,Cargo 1,CERTO_ERRADO,0.7,0.2,39.314,39.0,0.314,0.5056071428571428
TRF6_24,Cargo 1,CERTO_ERRADO,0.8,0.05,68.314,68.0,0.314,0.5082631578947371
TRF6_24,Cargo 1,CERTO_ERRADO,0.8,0.1,60.414,60.0,0.414,0.5108947368421058
TRF6_24,Cargo 1,CERTO_ERRADO,0.8,0.2,46.326,46.0,0.326,0.5085789473684205
TRF6_24,Cargo 1,CERTO_ERRADO,0.9,0.05,75.036,75.0,0.036,0.5017999999999987
TRF6_24,Cargo 1,CERTO_ERRADO,0.9,0.1,67.37,67.0,0.37,0.5185000000000001
TRF6_24,Cargo 1,CERTO_ERRADO,0.9,0.2,51.106,51.0,0.106,0.5052999999999997
TRF6_24,Cargo 4,CERTO_ERRADO,0.5,0.05,46.52,43.0,3.52,0.5366666666666664
TRF6_24,Cargo 4,CERTO_ERRADO,0.5,0.1,41.48,39.0,2.48,0.5258333333333333
TRF6_24,Cargo 4,CERTO_ERRADO,0.5,0.2,31.076,29.0,2.076,0.521625
TRF6_24,Cargo 4,CERTO_ERRADO,0.6,0.05,56.304,53.0,3.304,0.5434736842105227
TRF6_24,Cargo 4,CERTO_ERRADO,0.6,0.1,49.404,47.0,2.404,0.5316315789473657
TRF6_24,Cargo 4,CERTO_ERRADO,0.6,0.2,36.548,35.0,1.548,0.5203684210526301
TRF6_24,Cargo 4,CERTO_ERRADO,0.7,0.05,62.824,60.0,2.824,0.548689655172417
TRF6_24,Cargo 4,CERTO_ERRADO,0.7,0.1,56.142,54.0,2.142,0.5369310344827612
TRF6_24,Cargo 4,CERTO_ERRADO,0.7,0.2,41.408,40.0,1.408,0.5242758620689673
TRF6_24,Cargo 4,CERTO_ERRADO,0.8,0.05,72.104,70.0,2.104,0.5553684210526312
TRF6_24,Cargo 4,CERTO_ERRADO,0.8,0.1,63.534,62.0,1.534,0.5403684210526316
TRF6_24,Cargo 4,CERTO_ERRADO,0.8,0.2,47.182,46.0,1.182,0.5311052631578947
TRF6_24,Cargo 4,CERTO_ERRADO,0.9,0.05,78.392,77.0,1.392,0.5696000000000014
TRF6_24,Cargo 4,CERTO_ERRADO,0.9,0.1,69.844,69.0,0.844,0.5422000000000015
TRF6_24,Cargo 4,CERTO_ERRADO,0.9,0.2,51.504,51.0,0.504,0.5252000000000001
TRF6_24,Cargo 5,CERTO_ERRADO,0.5,0.05,42.892,44.0,-1.108,0.4886938775510237
TRF6_24,Cargo 5,CERTO_ERRADO,0.5,0.1,39.194,40.0,-0.806,0.49177551020408383
TRF6_24,Cargo 5,CERTO_ERRADO,0.5,0.2,29.066,30.0,-0.934,0.4904693877551037
TRF6_24,Cargo 5,CERTO_ERRADO,0.6,0.05,52.524,54.0,-1.476,0.48107692307692296
TRF6_24,Cargo 5,CERTO_ERRADO,0.6,0.1,47.156,48.0,-0.844,0.4891794871794872
TRF6_24,Cargo 5,CERTO_ERRADO,0.6,0.2,35.492,36.0,-0.508,0.493487179487179
TRF6_24,Cargo 5,CERTO_ERRADO,0.7,0.05,59.374,61.0,-1.626,0.47289999999999904
TRF6_24,Cargo 5,CERTO_ERRADO,0.7,0.1,54.258,55.0,-0.742,0.48763333333333236
TRF6_24,Cargo 5,CERTO_ERRADO,0.7,0.2,40.354,41.0,-0.646,0.4892333333333337
TRF6_24,Cargo 5,CERTO_ERRADO,0.8,0.05,69.708,71.0,-1.292,0.46769999999999823
TRF6_24,Cargo 5,CERTO_ERRADO,0.8,0.1,61.99,63.0,-1.01,0.4747499999999998
TRF6_24,Cargo 5,CERTO_ERRADO,0.8,0.2,46.616,47.0,-0.384,0.49039999999999967
TRF6_24,Cargo 5,CERTO_ERRADO,0.9,0.05,78.02,79.0,-0.98,0.4509999999999994
TRF6_24,Cargo 5,CERTO_ERRADO,0.9,0.1,70.68,71.0,-0.32,0.48399999999999904
TRF6_24,Cargo 5,CERTO_ERRADO,0.9,0.2,52.786,53.0,-0.214,0.4893000000000003
TRF6_24,Cargo 6,CERTO_ERRADO,0.5,0.05,46.166,43.0,3.166,0.5329791666666672
TRF6_24,Cargo 6,CERTO_ERRADO,0.5,0.1,41.77,39.0,2.77,0.5288541666666664
TRF6_24,Cargo 6,CERTO_ERRADO,0.5,0.2,30.814,29.0,1.814,0.5188958333333337
TRF6_24,Cargo 6,CERTO_ERRADO,0.6,0.05,56.02,53.0,3.02,0.5397368421052592
TRF6_24,Cargo 6,CERTO_ERRADO,0.6,0.1,49.742,47.0,2.742,0.5360789473684185
TRF6_24,Cargo 6,CERTO_ERRADO,0.6,0.2,36.752,35.0,1.752,0.5230526315789458
TRF6_24,Cargo 6,CERTO_ERRADO,0.7,0.05,62.684,60.0,2.684,0.546275862068969
TRF6_24,Cargo 6,CERTO_ERRADO,0.7,0.1,56.378,54.0,2.378,0.5410000000000033
TRF6_24,Cargo 6,CERTO_ERRADO,0.7,0.2,41.372,40.0,1.372,0.5236551724137948
TRF6_24,Cargo 6,CERTO_ERRADO,0.8,0.05,71.968,70.0,1.968,0.5517894736842102
TRF6_24,Cargo 6,CERTO_ERRADO,0.8,0.1,63.558,62.0,1.558,0.541
TRF6_24,Cargo 6,CERTO_ERRADO,0.8,0.2,46.846,46.0,0.846,0.5222631578947368
TRF6_24,Cargo 6,CERTO_ERRADO,0.9,0.05,78.248,77.0,1.248,0.5624000000000009
TRF6_24,Cargo 6,CERTO_ERRADO,0.9,0.1,69.934,69.0,0.934,0.5467000000000009
TRF6_24,Cargo 6,CERTO_ERRADO,0.9,0.2,51.378,51.0,0.378,0.5189000000000001
TRF6_24,Cargo 7,CERTO_ERRADO,0.5,0.05,44.838,43.0,1.838,0.5195531914893609
TRF6_24,Cargo 7,CERTO_ERRADO,0.5,0.1,40.396,39.0,1.396,0.5148510638297874
TRF6_24,Cargo 7,CERTO_ERRADO,0.5,0.2,30.248,29.0,1.248,0.5132765957446808
TRF6_24,Cargo 7,CERTO_ERRADO,0.6,0.05,53.822,52.0,1.822,0.5239736842105257
TRF6_24,Cargo 7,CERTO_ERRADO,0.6,0.1,47.318,46.0,1.318,0.5173421052631574
TRF6_24,Cargo 7,CERTO_ERRADO,0.6,0.2,34.954,34.0,0.954,0.5125526315789468
TRF6_24,Cargo 7,CERTO_ERRADO,0.7,0.05,60.252,59.0,1.252,0.521586206896552
TRF6_24,Cargo 7,CERTO_ERRADO,0.7,0.1,54.02,53.0,1.02,0.5175862068965525
TRF6_24,Cargo 7,CERTO_ERRADO,0.7,0.2,39.634,39.0,0.634,0.5109310344827586
TRF6_24,Cargo 7,CERTO_ERRADO,0.8,0.05,69.68,69.0,0.68,0.5178947368421054
TRF6_24,Cargo 7,CERTO_ERRADO,0.8,0.1,61.91,61.0,0.91,0.5239473684210538
TRF6_24,Cargo 7,CERTO_ERRADO,0.8,0.2,45.43,45.0,0.43,0.5113157894736847
TRF6_24,Cargo 7,CERTO_ERRADO,0.9,0.05,76.3,76.0,0.3,0.5150000000000001
TRF6_24,Cargo 7,CERTO_ERRADO,0.9,0.1,68.432,68.0,0.432,0.5216000000000003
