Concurso,Cargo,Grupo,Conhecimento,Erro,Media_Tecnica,Media_Aleatoria,Ganho_Medio
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.5,0.05,30.664,28.0,2.664
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.5,0.1,26.44,24.0,2.44
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.5,0.2,19.48,18.0,1.48
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.6,0.05,36.526,34.0,2.526
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.6,0.1,32.094,30.0,2.094
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.6,0.2,23.514,22.0,1.514
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.7,0.05,40.05,38.0,2.05
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.7,0.1,35.538,34.0,1.538
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.7,0.2,27.116,26.0,1.116
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.8,0.05,45.76,44.0,1.76
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.8,0.1,41.582,40.0,1.582
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.8,0.2,30.918,30.0,0.918
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.9,0.05,51.07,50.0,1.07
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.9,0.1,44.686,44.0,0.686
PREF_SAO_CRISTOVAO_SE_19_PROF,Cargo 9,CERTO_ERRADO,0.9,0.2,34.374,34.0,0.374
TCE_PB_17,Cargo 2,MULTIPLA_5,0.5,0.05,24.231,23.0,1.231
TCE_PB_17,Cargo 2,MULTIPLA_5,0.5,0.1,23.164,22.0,1.164
TCE_PB_17,Cargo 2,MULTIPLA_5,0.5,0.2,20.937,20.0,0.937
TCE_PB_17,Cargo 2,MULTIPLA_5,0.6,0.05,27.425,26.200000000000458,1.2249999999995416
TCE_PB_17,Cargo 2,MULTIPLA_5,0.6,0.1,26.362,25.200000000000447,1.1619999999995525
TCE_PB_17,Cargo 2,MULTIPLA_5,0.6,0.2,24.08,23.200000000000426,0.8799999999995743
TCE_PB_17,Cargo 2,MULTIPLA_5,0.7,0.05,30.499,29.400000000000503,1.098999999999498
TCE_PB_17,Cargo 2,MULTIPLA_5,0.7,0.1,29.368,28.400000000000468,0.9679999999995307
TCE_PB_17,Cargo 2,MULTIPLA_5,0.7,0.2,26.11,25.40000000000035,0.7099999999996508
TCE_PB_17,Cargo 2,MULTIPLA_5,0.8,0.05,33.535,32.599999999999405,0.9350000000005966
TCE_PB_17,Cargo 2,MULTIPLA_5,0.8,0.1,31.248,30.59999999999946,0.6480000000005384
TCE_PB_17,Cargo 2,MULTIPLA_5,0.8,0.2,28.165,27.59999999999956,0.5650000000004402
TCE_PB_17,Cargo 2,MULTIPLA_5,0.9,0.05,36.372,35.79999999999978,0.5720000000002256
TCE_PB_17,Cargo 2,MULTIPLA_5,0.9,0.1,34.246,33.79999999999959,0.44600000000040746
TCE_PB_17,Cargo 2,MULTIPLA_5,0.9,0.2,30.093,29.79999999999951,0.29300000000049115
TCE_PB_17,Cargo 1,MULTIPLA_5,0.5,0.05,53.808,54.59999999999906,-0.7919999999990615
TCE_PB_17,Cargo 1,MULTIPLA_5,0.5,0.1,51.66,52.599999999999085,-0.9399999999990832
TCE_PB_17,Cargo 1,MULTIPLA_5,0.5,0.2,46.8,47.599999999999135,-0.7999999999991342
TCE_PB_17,Cargo 1,MULTIPLA_5,0.6,0.05,62.004,62.59999999999899,-0.5959999999989959
TCE_PB_17,Cargo 1,MULTIPLA_5,0.6,0.1,58.903,59.59999999999902,-0.6969999999990177
TCE_PB_17,Cargo 1,MULTIPLA_5,0.6,0.2,52.844,53.59999999999907,-0.7559999999990686
TCE_PB_17,Cargo 1,MULTIPLA_5,0.7,0.05,68.372,68.80000000000128,-0.4280000000012806
TCE_PB_17,Cargo 1,MULTIPLA_5,0.7,0.1,65.328,65.8000000000012,-0.4720000000012078
TCE_PB_17,Cargo 1,MULTIPLA_5,0.7,0.2,58.242,58.800000000001006,-0.5580000000010041
TCE_PB_17,Cargo 1,MULTIPLA_5,0.8,0.05,76.403,76.80000000000145,-0.39700000000144064
TCE_PB_17,Cargo 1,MULTIPLA_5,0.8,0.1,72.385,72.80000000000136,-0.4150000000013679
TCE_PB_17,Cargo 1,MULTIPLA_5,0.8,0.2,64.422,64.80000000000118,-0.3780000000011787
TCE_PB_17,Cargo 1,MULTIPLA_5,0.9,0.05,82.824,83.0,-0.176
TCE_PB_17,Cargo 1,MULTIPLA_5,0.9,0.1,78.821,79.0,-0.179
TCE_PB_17,Cargo 1,MULTIPLA_5,0.9,0.2,69.823,70.0,-0.177
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.05,53.919,54.40000000000094,-0.4810000000009386
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.1,51.864,52.400000000000915,-0.5360000000009167
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.5,0.2,46.906,47.400000000000865,-0.49400000000086586
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.05,61.213,61.59999999999901,-0.3869999999990032
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.1,58.168,58.59999999999903,-0.431999999999025
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.6,0.2,52.123,52.599999999999085,-0.4769999999990832
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.05,67.417,67.80000000000125,-0.38300000000125145
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.1,64.476,64.80000000000118,-0.3240000000011787
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.7,0.2,57.445,57.80000000000097,-0.3550000000009677
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.05,75.586,75.80000000000143,-0.21400000000142608
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.1,71.538,71.80000000000133,-0.2620000000013388
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.8,0.2,63.587,63.80000000000115,-0.2130000000011496
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.05,81.822,82.0,-0.178
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.1,77.89,78.0,-0.11
TRF5_17_JUIZ,Cargo 1,MULTIPLA_5,0.9,0.2,69.888,70.0,-0.112
FUB_16_1,Cargo 19,CERTO_ERRADO,0.5,0.05,48.028,45.0,3.028
FUB_16_1,Cargo 19,CERTO_ERRADO,0.5,0.1,43.382,41.0,2.382
FUB_16_1,Cargo 19,CERTO_ERRADO,0.5,0.2,32.5,31.0,1.5
FUB_16_1,Cargo 19,CERTO_ERRADO,0.6,0.05,57.894,55.0,2.894
FUB_16_1,Cargo 19,CERTO_ERRADO,0.6,0.1,51.458,49.0,2.458
FUB_16_1,Cargo 19,CERTO_ERRADO,0.6,0.2,38.632,37.0,1.632
FUB_16_1,Cargo 19,CERTO_ERRADO,0.7,0.05,65.212,63.0,2.212
FUB_16_1,Cargo 19,CERTO_ERRADO,0.7,0.1,59.044,57.0,2.044
FUB_16_1,Cargo 19,CERTO_ERRADO,0.7,0.2,44.21,43.0,1.21
FUB_16_1,Cargo 19,CERTO_ERRADO,0.8,0.05,74.978,73.0,1.978
FUB_16_1,Cargo 19,CERTO_ERRADO,0.8,0.1,66.87,65.0,1.87
FUB_16_1,Cargo 19,CERTO_ERRADO,0.8,0.2,50.28,49.0,1.28
FUB_16_1,Cargo 19,CERTO_ERRADO,0.9,0.05,82.078,81.0,1.078
FUB_16_1,Cargo 19,CERTO_ERRADO,0.9,0.1,73.838,73.0,0.838
FUB_16_1,Cargo 19,CERTO_ERRADO,0.9,0.2,55.41,55.0,0.41
FUB_16_1,Cargo 18,CERTO_ERRADO,0.5,0.05,47.412,45.0,2.412
FUB_16_1,Cargo 18,CERTO_ERRADO,0.5,0.1,42.91,41.0,1.91
FUB_16_1,Cargo 18,CERTO_ERRADO,0.5,0.2,32.104,31.0,1.104
FUB_16_1,Cargo 18,CERTO_ERRADO,0.6,0.05,56.914,55.0,1.914
FUB_16_1,Cargo 18,CERTO_ERRADO,0.6,0.1,50.85,49.0,1.85
FUB_16_1,Cargo 18,CERTO_ERRADO,0.6,0.2,38.258,37.0,1.258
FUB_16_1,Cargo 18,CERTO_ERRADO,0.7,0.05,64.65,63.0,1.65
FUB_16_1,Cargo 18,CERTO_ERRADO,0.7,0.1,58.48,57.0,1.48
FUB_16_1,Cargo 18,CERTO_ERRADO,0.7,0.2,44.214,43.0,1.214
FUB_16_1,Cargo 18,CERTO_ERRADO,0.8,0.05,74.298,73.0,1.298
FUB_16_1,Cargo 18,CERTO_ERRADO,0.8,0.1,65.99,65.0,0.99
FUB_16_1,Cargo 18,CERTO_ERRADO,0.8,0.2,49.806,49.0,0.806
FUB_16_1,Cargo 18,CERTO_ERRADO,0.9,0.05,81.7,81.0,0.7
FUB_16_1,Cargo 18,CERTO_ERRADO,0.9,0.1,73.574,73.0,0.574
FUB_16_1,Cargo 18,CERTO_ERRADO,0.9,0.2,55.42,55.0,0.42
FUB_16_1,Cargo 17,CERTO_ERRADO,0.5,0.05,47.946,45.0,2.946
FUB_16_1,Cargo 17,CERTO_ERRADO,0.5,0.1,43.54,41.0,2.54
FUB_16_1,Cargo 17,CERTO_ERRADO,0.5,0.2,32.902,31.0,1.902
FUB_16_1,Cargo 17,CERTO_ERRADO,0.6,0.05,57.814,55.0,2.814
FUB_16_1,Cargo 17,CERTO_ERRADO,0.6,0.1,51.318,49.0,2.318
FUB_16_1,Cargo 17,CERTO_ERRADO,0.6,0.2,38.598,37.0,1.598
FUB_16_1,Cargo 17,CERTO_ERRADO,0.7,0.05,65.518,63.0,2.518
FUB_16_1,Cargo 17,CERTO_ERRADO,0.7,0.1,59.198,57.0,2.198
FUB_16_1,Cargo 17,CERTO_ERRADO,0.7,0.2,44.176,43.0,1.176
FUB_16_1,Cargo 17,CERTO_ERRADO,0.8,0.05,74.836,73.0,1.836
FUB_16_1,Cargo 17,CERTO_ERRADO,0.8,0.1,66.32,65.0,1.32
FUB_16_1,Cargo 17,CERTO_ERRADO,0.8,0.2,50.096,49.0,1.096
FUB_16_1,Cargo 17,CERTO_ERRADO,0.9,0.05,82.088,81.0,1.088
FUB_16_1,Cargo 17,CERTO_ERRADO,0.9,0.1,73.764,73.0,0.764
FUB_16_1,Cargo 17,CERTO_ERRADO,0.9,0.2,55.35,55.0,0.35
FUB_16_1,Cargo 16,CERTO_ERRADO,0.5,0.05,48.37,45.0,3.37
FUB_16_1,Cargo 16,CERTO_ERRADO,0.5,0.1,43.682,41.0,2.682
FUB_16_1,Cargo 16,CERTO_ERRADO,0.5,0.2,33.436,31.0,2.436
FUB_16_1,Cargo 16,CERTO_ERRADO,0.6,0.05,58.274,55.0,3.274
FUB_16_1,Cargo 16,CERTO_ERRADO,0.6,0.1,51.548,49.0,2.548
FUB_16_1,Cargo 16,CERTO_ERRADO,0.6,0.2,38.902,37.0,1.902
FUB_16_1,Cargo 16,CERTO_ERRADO,0.7,0.05,65.91,63.0,2.91
FUB_16_1,Cargo 16,CERTO_ERRADO,0.7,0.1,59.206,57.0,2.206
FUB_16_1,Cargo 16,CERTO_ERRADO,0.7,0.2,44.372,43.0,1.372
FUB_16_1,Cargo 16,CERTO_ERRADO,0.8,0.05,75.062,73.0,2.062
FUB_16_1,Cargo 16,CERTO_ERRADO,0.8,0.1,66.782,65.0,1.782
FUB_16_1,Cargo 16,CERTO_ERRADO,0.8,0.2,50.266,49.0,1.266
FUB_16_1,Cargo 16,CERTO_ERRADO,0.9,0.05,82.34,81.0,1.34
FUB_16_1,Cargo 16,CERTO_ERRADO,0.9,0.1,73.932,73.0,0.932
FUB_16_1,Cargo 16,CERTO_ERRADO,0.9,0.2,55.494,55.0,0.494
FUB_16_1,Cargo 15,CERTO_ERRADO,0.5,0.05,48.004,45.0,3.004
FUB_16_1,Cargo 15,CERTO_ERRADO,0.5,0.1,43.784,41.0,2.784
FUB_16_1,Cargo 15,CERTO_ERRADO,0.5,0.2,32.78,31.0,1.78
FUB_16_1,Cargo 15,CERTO_ERRADO,0.6,0.05,57.872,55.0,2.872
FUB_16_1,Cargo 15,CERTO_ERRADO,0.6,0.1,51.352,49.0,2.352
FUB_16_1,Cargo 15,CERTO_ERRADO,0.6,0.2,38.594,37.0,1.594
FUB_16_1,Cargo 15,CERTO_ERRADO,0.7,0.05,65.326,63.0,2.326
FUB_16_1,Cargo 15,CERTO_ERRADO,0.7,0.1,58.928,57.0,1.928
FUB_16_1,Cargo 15,CERTO_ERRADO,0.7,0.2,44.23,43.0,1.23
FUB_16_1,Cargo 15,CERTO_ERRADO,0.8,0.05,75.03,73.0,2.03
FUB_16_1,Cargo 15,CERTO_ERRADO,0.8,0.1,66.546,65.0,1.546
FUB_16_1,Cargo 15,CERTO_ERRADO,0.8,0.2,50.106,49.0,1.106
FUB_16_1,Cargo 15,CERTO_ERRADO,0.9,0.05,82.146,81.0,1.146
FUB_16_1,Cargo 15,CERTO_ERRADO,0.9,0.1,73.864,73.0,0.864
FUB_16_1,Cargo 15,CERTO_ERRADO,0.9,0.2,55.866,55.0,0.866
FUB_16_1,Cargo 14,CERTO_ERRADO,0.5,0.05,47.41,45.0,2.41
FUB_16_1,Cargo 14,CERTO_ERRADO,0.5,0.1,43.136,41.0,2.136
FUB_16_1,Cargo 14,CERTO_ERRADO,0.5,0.2,32.444,31.0,1.444
FUB_16_1,Cargo 14,CERTO_ERRADO,0.6,0.05,57.504,55.0,2.504
FUB_16_1,Cargo 14,CERTO_ERRADO,0.6,0.1,50.788,49.0,1.788
FUB_16_1,Cargo 14,CERTO_ERRADO,0.6,0.2,37.932,37.0,0.932
FUB_16_1,Cargo 14,CERTO_ERRADO,0.7,0.05,64.578,63.0,1.578
FUB_16_1,Cargo 14,CERTO_ERRADO,0.7,0.1,58.592,57.0,1.592
FUB_16_1,Cargo 14,CERTO_ERRADO,0.7,0.2,43.968,43.0,0.968
FUB_16_1,Cargo 14,CERTO_ERRADO,0.8,0.05,74.288,73.0,1.288
FUB_16_1,Cargo 14,CERTO_ERRADO,0.8,0.1,66.178,65.0,1.178
FUB_16_1,Cargo 14,CERTO_ERRADO,0.8,0.2,49.57,49.0,0.57
FUB_16_1,Cargo 14,CERTO_ERRADO,0.9,0.05,81.536,81.0,0.536
FUB_16_1,Cargo 14,CERTO_ERRADO,0.9,0.1,73.506,73.0,0.506
FUB_16_1,Cargo 14,CERTO_ERRADO,0.9,0.2,55.474,55.0,0.474
FUB_16_1,Cargo 13,CERTO_ERRADO,0.5,0.05,48.426,45.0,3.426
FUB_16_1,Cargo 13,CERTO_ERRADO,0.5,0.1,43.742,41.0,2.742
FUB_16_1,Cargo 13,CERTO_ERRADO,0.5,0.2,32.916,31.0,1.916
FUB_16_1,Cargo 13,CERTO_ERRADO,0.6,0.05,58.382,55.0,3.382
FUB_16_1,Cargo 13,CERTO_ERRADO,0.6,0.1,51.778,49.0,2.778
FUB_16_1,Cargo 13,CERTO_ERRADO,0.6,0.2,38.756,37.0,1.756
FUB_16_1,Cargo 13,CERTO_ERRADO,0.7,0.05,65.72,63.0,2.72
FUB_16_1,Cargo 13,CERTO_ERRADO,0.7,0.1,59.294,57.0,2.294
FUB_16_1,Cargo 13,CERTO_ERRADO,0.7,0.2,44.476,43.0,1.476
FUB_16_1,Cargo 13,CERTO_ERRADO,0.8,0.05,75.134,73.0,2.134
FUB_16_1,Cargo 13,CERTO_ERRADO,0.8,0.1,66.898,65.0,1.898
FUB_16_1,Cargo 13,CERTO_ERRADO,0.8,0.2,50.112,49.0,1.112
FUB_16_1,Cargo 13,CERTO_ERRADO,0.9,0.05,82.276,81.0,1.276
FUB_16_1,Cargo 13,CERTO_ERRADO,0.9,0.1,74.084,73.0,1.084
FUB_16_1,Cargo 13,CERTO_ERRADO,0.9,0.2,55.502,55.0,0.502
FUB_16_1,Cargo 12,CERTO_ERRADO,0.5,0.05,48.482,45.0,3.482
FUB_16_1,Cargo 12,CERTO_ERRADO,0.5,0.1,43.9,41.0,2.9
FUB_16_1,Cargo 12,CERTO_ERRADO,0.5,0.2,32.94,31.0,1.94
FUB_16_1,Cargo 12,CERTO_ERRADO,0.6,0.05,57.238,54.0,3.238
FUB_16_1,Cargo 12,CERTO_ERRADO,0.6,0.1,50.764,48.0,2.764
FUB_16_1,Cargo 12,CERTO_ERRADO,0.6,0.2,37.952,36.0,1.952
FUB_16_1,Cargo 12,CERTO_ERRADO,0.7,0.05,64.692,62.0,2.692
FUB_16_1,Cargo 12,CERTO_ERRADO,0.7,0.1,58.2,56.0,2.2
FUB_16_1,Cargo 12,CERTO_ERRADO,0.7,0.2,43.492,42.0,1.492
FUB_16_1,Cargo 12,CERTO_ERRADO,0.8,0.05,74.242,72.0,2.242
FUB_16_1,Cargo 12,CERTO_ERRADO,0.8,0.1,65.694,64.0,1.694
FUB_16_1,Cargo 12,CERTO_ERRADO,0.8,0.2,49.044,48.0,1.044
FUB_16_1,Cargo 12,CERTO_ERRADO,0.9,0.05,81.282,80.0,1.282
FUB_16_1,Cargo 12,CERTO_ERRADO,0.9,0.1,72.996,72.0,0.996
FUB_16_1,Cargo 12,CERTO_ERRADO,0.9,0.2,54.666,54.0,0.666
FUB_16_1,Cargo 11,CERTO_ERRADO,0.5,0.05,48.434,45.0,3.434
FUB_16_1,Cargo 11,CERTO_ERRADO,0.5,0.1,43.928,41.0,2.928
FUB_16_1,Cargo 11,CERTO_ERRADO,0.5,0.2,32.972,31.0,1.972
FUB_16_1,Cargo 11,CERTO_ERRADO,0.6,0.05,58.274,55.0,3.274
FUB_16_1,Cargo 11,CERTO_ERRADO,0.6,0.1,51.608,49.0,2.608
FUB_16_1,Cargo 11,CERTO_ERRADO,0.6,0.2,38.544,37.0,1.544
FUB_16_1,Cargo 11,CERTO_ERRADO,0.7,0.05,65.764,63.0,2.764
FUB_16_1,Cargo 11,CERTO_ERRADO,0.7,0.1,59.4,57.0,2.4
FUB_16_1,Cargo 11,CERTO_ERRADO,0.7,0.2,44.192,43.0,1.192
FUB_16_1,Cargo 11,CERTO_ERRADO,0.8,0.05,75.054,73.0,2.054
FUB_16_1,Cargo 11,CERTO_ERRADO,0.8,0.1,66.696,65.0,1.696
FUB_16_1,Cargo 11,CERTO_ERRADO,0.8,0.2,50.164,49.0,1.164
FUB_16_1,Cargo 11,CERTO_ERRADO,0.9,0.05,82.41,81.0,1.41
FUB_16_1,Cargo 11,CERTO_ERRADO,0.9,0.1,73.902,73.0,0.902
FUB_16_1,Cargo 11,CERTO_ERRADO,0.9,0.2,55.492,55.0,0.492
FUB_16_1,Cargo 10,CERTO_ERRADO,0.5,0.05,47.936,45.0,2.936
FUB_16_1,Cargo 10,CERTO_ERRADO,0.5,0.1,43.664,41.0,2.664
FUB_16_1,Cargo 10,CERTO_ERRADO,0.5,0.2,32.98,31.0,1.98
FUB_16_1,Cargo 10,CERTO_ERRADO,0.6,0.05,58.16,55.0,3.16
FUB_16_1,Cargo 10,CERTO_ERRADO,0.6,0.1,51.486,49.0,2.486
FUB_16_1,Cargo 10,CERTO_ERRADO,0.6,0.2,38.414,37.0,1.414
FUB_16_1,Cargo 10,CERTO_ERRADO,0.7,0.05,65.218,63.0,2.218
FUB_16_1,Cargo 10,CERTO_ERRADO,0.7,0.1,59.018,57.0,2.018
FUB_16_1,Cargo 10,CERTO_ERRADO,0.7,0.2,44.362,43.0,1.362
FUB_16_1,Cargo 10,CERTO_ERRADO,0.8,0.05,74.948,73.0,1.948
FUB_16_1,Cargo 10,CERTO_ERRADO,0.8,0.1,66.634,65.0,1.634
FUB_16_1,Cargo 10,CERTO_ERRADO,0.8,0.2,49.862,49.0,0.862
FUB_16_1,Cargo 10,CERTO_ERRADO,0.9,0.05,82.242,81.0,1.242
FUB_16_1,Cargo 10,CERTO_ERRADO,0.9,0.1,73.956,73.0,0.956
FUB_16_1,Cargo 10,CERTO_ERRADO,0.9,0.2,55.514,55.0,0.514
FUB_16_1,Cargo 9,CERTO_ERRADO,0.5,0.05,48.234,45.0,3.234
FUB_16_1,Cargo 9,CERTO_ERRADO,0.5,0.1,43.79,41.0,2.79
FUB_16_1,Cargo 9,CERTO_ERRADO,0.5,0.2,33.124,31.0,2.124
FUB_16_1,Cargo 9,CERTO_ERRADO,0.6,0.05,58.308,55.0,3.308
FUB_16_1,Cargo 9,CERTO_ERRADO,0.6,0.1,51.448,49.0,2.448
FUB_16_1,Cargo 9,CERTO_ERRADO,0.6,0.2,38.7,37.0,1.7
FUB_16_1,Cargo 9,CERTO_ERRADO,0.7,0.05,65.726,63.0,2.726
FUB_16_1,Cargo 9,CERTO_ERRADO,0.7,0.1,59.208,57.0,2.208
FUB_16_1,Cargo 9,CERTO_ERRADO,0.7,0.2,44.502,43.0,1.502
FUB_16_1,Cargo 9,CERTO_ERRADO,0.8,0.05,75.416,73.0,2.416
FUB_16_1,Cargo 9,CERTO_ERRADO,0.8,0.1,66.474,65.0,1.474
FUB_16_1,Cargo 9,CERTO_ERRADO,0.8,0.2,50.162,49.0,1.162
FUB_16_1,Cargo 9,CERTO_ERRADO,0.9,0.05,82.296,81.0,1.296
FUB_16_1,Cargo 9,CERTO_ERRADO,0.9,0.1,74.088,73.0,1.088
FUB_16_1,Cargo 9,CERTO_ERRADO,0.9,0.2,55.684,55.0,0.684
FUB_16_1,Cargo 8,CERTO_ERRADO,0.5,0.05,47.472,45.0,2.472
FUB_16_1,Cargo 8,CERTO_ERRADO,0.5,0.1,43.506,41.0,2.506
FUB_16_1,Cargo 8,CERTO_ERRADO,0.5,0.2,32.548,31.0,1.548
FUB_16_1,Cargo 8,CERTO_ERRADO,0.6,0.05,56.572,54.0,2.572
FUB_16_1,Cargo 8,CERTO_ERRADO,0.6,0.1,50.17,48.0,2.17
FUB_16_1,Cargo 8,CERTO_ERRADO,0.6,0.2,37.638,36.0,1.638
FUB_16_1,Cargo 8,CERTO_ERRADO,0.7,0.05,64.206,62.0,2.206
FUB_16_1,Cargo 8,CERTO_ERRADO,0.7,0.1,57.61,56.0,1.61
FUB_16_1,Cargo 8,CERTO_ERRADO,0.7,0.2,43.262,42.0,1.262
FUB_16_1,Cargo 8,CERTO_ERRADO,0.8,0.05,73.506,72.0,1.506
FUB_16_1,Cargo 8,CERTO_ERRADO,0.8,0.1,65.388,64.0,1.388
FUB_16_1,Cargo 8,CERTO_ERRADO,0.8,0.2,48.748,48.0,0.748
FUB_16_1,Cargo 8,CERTO_ERRADO,0.9,0.05,80.866,80.0,0.866
FUB_16_1,Cargo 8,CERTO_ERRADO,0.9,0.1,72.994,72.0,0.994
FUB_16_1,Cargo 8,CERTO_ERRADO,0.9,0.2,54.598,54.0,0.598
FUB_16_1,Cargo 20,CERTO_ERRADO,0.5,0.05,48.336,45.0,3.336
FUB_16_1,Cargo 20,CERTO_ERRADO,0.5,0.1,43.57,41.0,2.57
FUB_16_1,Cargo 20,CERTO_ERRADO,0.5,0.2,32.91,31.0,1.91
FUB_16_1,Cargo 20,CERTO_ERRADO,0.6,0.05,57.222,54.0,3.222
FUB_16_1,Cargo 20,CERTO_ERRADO,0.6,0.1,50.604,48.0,2.604
FUB_16_1,Cargo 20,CERTO_ERRADO,0.6,0.2,37.326,36.0,1.326
FUB_16_1,Cargo 20,CERTO_ERRADO,0.7,0.05,64.682,62.0,2.682
FUB_16_1,Cargo 20,CERTO_ERRADO,0.7,0.1,58.074,56.0,2.074
FUB_16_1,Cargo 20,CERTO_ERRADO,0.7,0.2,43.348,42.0,1.348
FUB_16_1,Cargo 20,CERTO_ERRADO,0.8,0.05,74.124,72.0,2.124
FUB_16_1,Cargo 20,CERTO_ERRADO,0.8,0.1,65.63,64.0,1.63
FUB_16_1,Cargo 20,CERTO_ERRADO,0.8,0.2,48.888,48.0,0.888
FUB_16_1,Cargo 20,CERTO_ERRADO,0.9,0.05,81.296,80.0,1.296
FUB_16_1,Cargo 20,CERTO_ERRADO,0.9,0.1,72.802,72.0,0.802
FUB_16_1,Cargo 20,CERTO_ERRADO,0.9,0.2,54.54,54.0,0.54
FUB_16_1,Cargo 7,CERTO_ERRADO,0.5,0.05,47.626,46.0,1.626
FUB_16_1,Cargo 7,CERTO_ERRADO,0.5,0.1,41.386,40.0,1.386
FUB_16_1,Cargo 7,CERTO_ERRADO,0.5,0.2,30.9,30.0,0.9
FUB_16_1,Cargo 7,CERTO_ERRADO,0.6,0.05,55.482,54.0,1.482
FUB_16_1,Cargo 7,CERTO_ERRADO,0.6,0.1,49.384,48.0,1.384
FUB_16_1,Cargo 7,CERTO_ERRADO,0.6,0.2,37.364,36.0,1.364
FUB_16_1,Cargo 7,CERTO_ERRADO,0.7,0.05,65.516,64.0,1.516
FUB_16_1,Cargo 7,CERTO_ERRADO,0.7,0.1,57.106,56.0,1.106
FUB_16_1,Cargo 7,CERTO_ERRADO,0.7,0.2,42.622,42.0,0.622
FUB_16_1,Cargo 7,CERTO_ERRADO,0.8,0.05,73.004,72.0,1.004
FUB_16_1,Cargo 7,CERTO_ERRADO,0.8,0.1,64.872,64.0,0.872
FUB_16_1,Cargo 7,CERTO_ERRADO,0.8,0.2,48.414,48.0,0.414
FUB_16_1,Cargo 7,CERTO_ERRADO,0.9,0.05,82.4,82.0,0.4
FUB_16_1,Cargo 7,CERTO_ERRADO,0.9,0.1,72.63,72.0,0.63
FUB_16_1,Cargo 7,CERTO_ERRADO,0.9,0.2,54.28,54.0,0.28
FUB_16_1,Cargo 6,CERTO_ERRADO,0.5,0.05,43.99,44.0,-0.01
FUB_16_1,Cargo 6,CERTO_ERRADO,0.5,0.1,40.234,40.0,0.234
FUB_16_1,Cargo 6,CERTO_ERRADO,0.5,0.2,30.37,30.0,0.37
FUB_16_1,Cargo 6,CERTO_ERRADO,0.6,0.05,53.7,54.0,-0.3
FUB_16_1,Cargo 6,CERTO_ERRADO,0.6,0.1,47.952,48.0,-0.048
FUB_16_1,Cargo 6,CERTO_ERRADO,0.6,0.2,36.146,36.0,0.146
FUB_16_1,Cargo 6,CERTO_ERRADO,0.7,0.05,60.824,61.0,-0.176
FUB_16_1,Cargo 6,CERTO_ERRADO,0.7,0.1,54.776,55.0,-0.224
FUB_16_1,Cargo 6,CERTO_ERRADO,0.7,0.2,41.14,41.0,0.14
FUB_16_1,Cargo 6,CERTO_ERRADO,0.8,0.05,70.538,71.0,-0.462
FUB_16_1,Cargo 6,CERTO_ERRADO,0.8,0.1,62.924,63.0,-0.076
FUB_16_1,Cargo 6,CERTO_ERRADO,0.8,0.2,46.85,47.0,-0.15
FUB_16_1,Cargo 6,CERTO_ERRADO,0.9,0.05,78.638,79.0,-0.362
FUB_16_1,Cargo 6,CERTO_ERRADO,0.9,0.1,70.986,71.0,-0.014
FUB_16_1,Cargo 6,CERTO_ERRADO,0.9,0.2,53.05,53.0,0.05
FUB_16_1,Cargo 5,CERTO_ERRADO,0.5,0.05,47.874,45.0,2.874
FUB_16_1,Cargo 5,CERTO_ERRADO,0.5,0.1,43.248,41.0,2.248
FUB_16_1,Cargo 5,CERTO_ERRADO,0.5,0.2,32.514,31.0,1.514
